prompt,answer
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: MySQL-Leistungsprobleme
Body: Sehr geehrter Kundenservice, Unsere Datenbank, die MySQL 8.0.30 verwendet, läuft ziemlich langsam. Regelmäßige Datenverwaltungsaufgaben wurden verzögert. Könnten Sie uns bitte bei den Schritten zur Leistungsoptimierung unterstützen, die wir unternehmen sollten, um dieses Problem zu lösen? Ihre Unterstützung bei der Verbesserung der Datenbankleistung wird sehr geschätzt. Vielen Dank, <name> <acc_num>
Language: de
Business type: IT Services

Answer:",IT Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Dringende Hilfe benötigt
Body: Ich benötige dringende Hilfe bei der Wiederherstellung versehentlich gelöschter Dateien aus Google Drive im Business Standard.
Language: de
Business type: IT Services

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Immediate Attention Required: Wi-Fi Connection Problem with Canon PIXMA MG3620 Printer
Body: Dear Customer Support Team,

My Canon PIXMA MG3620 printer has lost its ability to connect to Wi-Fi after a recent firmware update. This issue is interfering with my capability to print from my mobile devices, which are essential for my tasks. Could you please assist me in swiftly resolving this issue?

Thank you,
<name>
Language: en
Business type: Tech Online Store

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Asistencia Urgente Requerida para Dell XPS 13 9310
Body: Estimado Soporte al Cliente, recientemente compré un Dell XPS 13 9310 en la Tienda Online Tech, y estoy enfrentando problemas de desconexión continua de Wi-Fi. Esto es muy disruptivo ya que soy un usuario frecuente. ¿Podría dirigirme a una rápida resolución o proporcionarme opciones de conexión temporales para este problema? Gracias. Saludos, <name>
Language: es
Business type: Tech Online Store

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Assistance Required with Scrum Board Setup
Body: Dear Customer Support,

Our client, <name>, requires help setting up a Scrum board in Jira Software 8.20 for a new project. Assistance with initial configuration and best practices would be highly appreciated.

Thank you for your prompt support.

Best regards,
<name>
<name> Software Development Company
Language: en
Business type: Software Development Company

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Demande urgente du client : mise à niveau de Jira Software 8.20
Body: Cher équipe de support client, Notre client, <name>, a demandé d'urgence que nous mettions à niveau notre outil de gestion de projet vers Jira Software 8.20. Ils nécessitent cette mise à niveau pour accéder aux fonctionnalités améliorées du système de billetterie fournies dans cette version. Le produit actuellement concerné est Jira Software utilisé pour la gestion de projet. Merci de donner priorité à cette demande et de nous assister pour les étapes nécessaires à la mise à jour du logiciel. Si vous avez besoin de plus de détails ou si vous avez des questions, veuillez me contacter directement au <tel_num>. Merci de votre attention rapide à cette affaire. Cordialement, <name>.
Language: fr
Business type: Software Development Company

Answer:",IT Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Problem mit dem Flackern des Bildschirms bei neuem Dell-Laptop
Body: Sehr geehrter Kunde des Tech Online Stores,

ich hoffe, diese E-Mail erreicht Sie wohl. Ich schreibe, um ein Problem mit meinem neuen Dell XPS 13 9310 Laptop zu melden. Der Bildschirm flackert häufig, was problematisch ist und meine Arbeit stört. Der Laptop wurde erst vor kurzem gekauft, und ich hatte nicht damit gerechnet, mit einem neuen Produkt auf solche Probleme zu stoßen.

Könnten Sie mir bitte so schnell wie möglich bei der Lösung dieses Problems helfen? Ich würde mich über Schritte zur Fehlersuche oder Anleitungen freuen, ob dieses Problem für einen Ersatz oder eine Reparatur in Frage kommt. Meine Bestellnummer ist <order_num> und die Seriennummer des Laptops ist <serial_num>.

Danke für Ihre Aufmerksamkeit in dieser Angelegenheit. Ich freue mich auf Ihre zeitnahe Antwort.

Mit freundlichen Grüßen,
<name>
Language: de
Business type: Tech Online Store

Answer:",IT Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Hilfe und Optimierung für AWS-Infrastruktur
Body: Sehr geehrter Kundenservice, wir benötigen fachkundige Hilfe bei der Einrichtung und Optimierung unseres AWS Management Service-Angebots für einen Kunden. Unser Ziel ist es, die Leistung zu verbessern und Kosten zu senken. Wir freuen uns auf Ihre zeitnahe Unterstützung. Mit freundlichen Grüßen, <name>
Language: de
Business type: IT Consulting Firm

Answer:",IT Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: MacBook Air M1 enfrentando problemas de superaquecimento durante uso prolongado
Body: Caro equipe de suporte da Tech Online Store, recentemente comprei um MacBook Air M1 e estou enfrentando problemas de superaquecimento durante longos períodos de uso. Além disso, notei picos significativos de consumo de energia que afetam a vida útil da bateria. Isso começou a acontecer algumas semanas após a minha compra. Por favor, me aconselhe se esse problema pode ser resolvido remotamente ou se preciso retornar o produto para inspeção. Aguardando sua assistência. Atenciosamente, <name>
Language: pt
Business type: Tech Online Store

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Hilfe benötigt
Body: Hallo, ich habe kürzlich ein neues MacBook Air M1 im Tech Online Store gekauft. Ich habe Schwierigkeiten mit dem Installationsprozess. Könnten Sie mir bitte bei diesem Problem helfen? Danke! Mit freundlichen Grüßen, <name>.
Language: de
Business type: Tech Online Store

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Problema con el teclado del Surface Pro 7
Body: Estimado soporte al cliente de Tech Online Store, estoy experimentando un problema con el teclado de mi Microsoft Surface Pro 7. El dispositivo no reconoce el teclado en ninguna situación. He intentado varios pasos de solución de problemas, pero el teclado sigue sin responder. ¿Podría aconsejarme sobre cómo proceder? Gracias. Atentamente, <name> <tel_num> <acc_num>
Language: es
Business type: Tech Online Store

Answer:",Technical Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Ayuda necesaria para la configuración del Surface Pro 7
Body: Hola soporte de la tienda en línea Tech,

¿Podrían ayudarme a configurar el teclado desmontable y a configurar las funciones de la pantalla táctil en mi Microsoft Surface Pro 7? Tengo problemas con ambas funcionalidades. Gracias por su asistencia.

Saludos cordiales,
<name>
Language: es
Business type: Tech Online Store

Answer:",Product Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Diagnósticos de hardware inmediatos para Dell XPS 13 9310
Body: Hola, estoy experimentando parpadeo en la pantalla de mi Dell XPS 13 9310. ¿Podría por favor organizar diagnosticos de hardware y reparación inmediatos para este problema? Mi número de cuenta es <acc_num>. Gracias por su pronta asistencia. Atentamente, <name>
Language: es
Business type: Tech Online Store

Answer:",Customer Service
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Intermittierende Verbindungsprobleme mit Cisco Router ISR4331
Body: Der Router ISR4331 hat Verbindungsprobleme, die die Netzwerkleistung und den Benutzerzugang beeinträchtigen. Ich benötige Ihre Unterstützung.
Language: de
Business type: IT Services

Answer:",IT Support
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Syntaxhervorhebungsproblem
Body: Liebes Support-Team, ich habe ein Problem mit der Syntaxhervorhebung für Python-Dateien nach dem neuesten Update von Visual Studio Code 1.70. Könnten Sie bitte bei der Fehlersuche bei diesem Problem helfen? Vielen Dank für Ihre Hilfe. Mit freundlichen Grüßen, <name>
Language: de
Business type: Software Development Company

Answer:",General Inquiry
"You are a support ticket classification assistant.
Predict the ticket category from the information below.

Subject: Poor battery life on MacBook Air M1
Body: Dear Tech Online Store Support, I am writing to report a significant decrease in battery life on my MacBook Air M1 after the latest update. I would like to request assistance in resolving this issue. My account number is <acc_num>. Thank you, <name>, <tel_num>
Language: en
Business type: Tech Online Store

Answer:",Customer Service
